"client_id","sex","Montant","Fréquence","Récence","Prix_Categ0","Prix_Categ1","Prix_Categ2","Age","TrancheAge"
"c_5815","f",962.2000000000005,36,13,676.4900000000001,285.71000000000004,0,37,"(31,37]"
"c_5816","m",30.990000000000002,1,40,0,30.990000000000002,0,57,"(54,92]"
"c_5817","m",996.1400000000001,8,10,0,125.58,870.56,20,"[17,31]"
"c_5818","f",477.62000000000023,17,10,352.9000000000001,124.71999999999998,0,43,"(41,46]"
"c_5819","f",874.74,26,19,575.1000000000001,299.64000000000004,0,30,"[17,31]"
"c_582","f",225.19,11,5,130.15999999999997,95.02999999999999,0,80,"(54,92]"
"c_5820","f",246.78000000000006,5,79,145.07999999999996,101.69999999999999,0,85,"(54,92]"
"c_5821","f",200.73000000000005,8,27,148.82,51.91,0,46,"(41,46]"
"c_5822","m",1161.3000000000002,42,17,911.4300000000002,249.87,0,49,"(46,54]"
"c_5823","m",333.95000000000005,13,22,35.93,255.54000000000002,42.48,67,"(54,92]"
"c_5824","f",281.32,6,175,0,40.16,241.16000000000003,25,"[17,31]"
"c_5825","f",1082.5900000000001,15,9,28.5,231.43,822.6600000000001,29,"[17,31]"
"c_5826","f",649.1700000000001,9,26,74.22999999999999,208.40000000000003,366.54,26,"[17,31]"
"c_5827","f",577.2800000000002,23,6,366.8000000000001,210.48000000000005,0,42,"(41,46]"
"c_5828","f",391.74,6,40,8.32,70.44999999999999,312.97,23,"[17,31]"
"c_5829","f",16.07,1,172,16.07,0,0,32,"(31,37]"
"c_583","f",603.6100000000001,10,31,31.86,198.73000000000002,373.02000000000004,17,"[17,31]"
"c_5830","m",421.29,5,17,37.52,66.31,317.46,23,"[17,31]"
"c_5831","f",56.57,1,17,15.370000000000001,41.2,0,47,"(46,54]"
"c_5832","m",241.43000000000006,9,21,202.50000000000003,38.93,0,44,"(41,46]"
"c_5833","f",880.0600000000003,28,11,514.2400000000001,365.82000000000005,0,34,"(31,37]"
"c_5834","f",816.9699999999999,34,3,270.2300000000001,497.13000000000017,49.61,62,"(54,92]"
"c_5835","f",1648.160000000001,55,4,1129.1900000000005,518.9700000000001,0,30,"[17,31]"
"c_5836","f",453.9100000000001,13,2,297.06000000000006,114.36999999999999,42.48,47,"(46,54]"
"c_5837","f",121.25999999999998,7,80,46.95,74.31,0,61,"(54,92]"
"c_5838","f",63.92,3,76,53.129999999999995,10.79,0,67,"(54,92]"
"c_5839","m",175.17000000000002,9,83,30.96,144.21,0,58,"(54,92]"
"c_584","f",261.02,4,34,24.78,17.99,218.25,17,"[17,31]"
"c_5840","f",391.5600000000001,19,6,108.39999999999999,283.16,0,53,"(46,54]"
"c_5841","m",1419.44,20,5,17.25,188.95,1213.2399999999998,25,"[17,31]"
"c_5842","f",834.2200000000003,30,0,530.5100000000002,303.71000000000004,0,34,"(31,37]"
"c_5843","f",433.2100000000001,16,8,256.87,176.34,0,33,"(31,37]"
"c_5844","m",244.66000000000005,10,19,149.85,94.80999999999999,0,38,"(37,41]"
"c_5845","f",668.25,8,6,21.589999999999996,47.980000000000004,598.68,21,"[17,31]"
"c_5846","f",280.49,5,97,78.93,97.57,103.99,17,"[17,31]"
"c_5847","m",543.3400000000001,12,7,235.39,250.95999999999998,56.99,39,"(37,41]"
"c_5848","m",1360.52,13,6,163.08,231.64000000000001,965.8,25,"[17,31]"
"c_5849","f",925.1700000000001,15,31,0,121.6,803.57,18,"[17,31]"
"c_585","f",1198.1000000000001,49,0,950.1000000000001,248.00000000000003,0,34,"(31,37]"
"c_5850","m",375.35,16,8,122.77,252.57999999999998,0,66,"(54,92]"
"c_5851","f",167,5,64,139.54,27.46,0,42,"(41,46]"
"c_5852","m",492.25000000000017,16,0,253.16000000000005,239.09,0,41,"(37,41]"
"c_5853","m",306,10,63,72.03,186.98000000000002,46.99,66,"(54,92]"
"c_5854","f",144.16,5,27,46.13,98.03,0,54,"(46,54]"
"c_5855","m",420.48,20,9,145.69,274.78999999999996,0,56,"(54,92]"
"c_5856","f",267.09,12,3,91.07,176.02,0,55,"(54,92]"
"c_5857","f",214.69000000000003,4,19,46.95,63.760000000000005,103.98,18,"[17,31]"
"c_5858","m",562.0800000000002,15,20,331.08000000000004,231,0,37,"(31,37]"
"c_5859","f",325.3900000000001,11,12,224.62000000000003,100.77,0,41,"(37,41]"
"c_586","m",117.88,5,57,58.69,59.190000000000005,0,31,"[17,31]"
"c_5860","m",267.21000000000004,9,14,176.07000000000002,91.13999999999999,0,49,"(46,54]"
"c_5861","f",690.2500000000001,20,70,447.96000000000004,242.29000000000002,0,43,"(41,46]"
"c_5862","f",139.14,6,14,105.15999999999998,33.98,0,32,"(31,37]"
"c_5863","f",557.4100000000001,14,7,151.9,346.37,59.14,67,"(54,92]"
"c_5864","f",1187.72,35,2,808.8700000000005,378.8500000000001,0,35,"(31,37]"
"c_5865","m",326.54,3,145,0,36.82,289.71999999999997,25,"[17,31]"
"c_5866","f",447.6300000000001,11,2,118.76999999999998,217.88,110.98,61,"(54,92]"
"c_5867","m",1463.0700000000002,48,1,1098.9300000000003,364.1400000000001,0,34,"(31,37]"
"c_5868","m",952.7600000000004,35,16,646.4300000000002,306.33,0,49,"(46,54]"
"c_5869","f",976.0500000000002,35,12,205.83000000000004,770.2200000000001,0,69,"(54,92]"
"c_587","m",13.59,1,0,13.59,0,0,28,"[17,31]"
"c_5870","f",435.6200000000001,11,19,220.03,215.59000000000003,0,37,"(31,37]"
"c_5871","m",60.980000000000004,2,161,11.99,0,48.99,24,"[17,31]"
"c_5872","f",155.75,4,19,70.86,84.89,0,57,"(54,92]"
"c_5873","m",128.45,3,55,87.96,40.49,0,34,"(31,37]"
"c_5874","f",526.0600000000001,19,5,95.97999999999999,430.08000000000004,0,58,"(54,92]"
"c_5875","f",429.01000000000005,15,13,307.08000000000004,121.92999999999999,0,42,"(41,46]"
"c_5876","m",516.22,18,19,200.73999999999998,315.48,0,63,"(54,92]"
"c_5877","m",90.39,4,193,51.379999999999995,39.01,0,56,"(54,92]"
"c_5878","f",246.69000000000003,5,40,24.98,50.97,170.74,21,"[17,31]"
"c_5879","f",493.94000000000005,16,2,291.3,123.64999999999999,78.99,34,"(31,37]"
"c_588","m",971.2000000000003,34,11,648.0700000000002,323.13000000000005,0,40,"(37,41]"
"c_5880","m",1378.4500000000005,47,3,954.6600000000001,423.79000000000013,0,42,"(41,46]"
"c_5881","f",122.8,4,50,0,53.81,68.99,22,"[17,31]"
"c_5882","f",296.13,8,3,236.54000000000002,59.59,0,45,"(41,46]"
"c_5883","f",767.9500000000002,28,6,505.3600000000001,262.59000000000003,0,31,"[17,31]"
"c_5884","m",1068.21,19,13,46.81,193.71,827.6899999999999,20,"[17,31]"
"c_5885","f",314.56000000000006,8,3,225.15,89.41,0,34,"(31,37]"
"c_5886","f",627.7600000000001,30,23,166.14,461.6200000000001,0,52,"(46,54]"
"c_5887","f",115.07,7,15,21.060000000000002,94.00999999999999,0,52,"(46,54]"
"c_5888","m",166.64999999999998,8,9,56.86,109.78999999999999,0,75,"(54,92]"
"c_5889","f",281.34000000000003,9,85,60.519999999999996,220.82,0,50,"(46,54]"
"c_589","m",854.3199999999999,10,0,32.2,103.05999999999999,719.06,17,"[17,31]"
"c_5890","m",561.5100000000001,24,7,92.51,469.0000000000001,0,64,"(54,92]"
"c_5891","f",268.71000000000004,13,35,56.7,212.01,0,63,"(54,92]"
"c_5892","m",776.3000000000004,22,3,502.6100000000001,273.69,0,44,"(41,46]"
"c_5893","f",143.74,4,22,41.78,101.96,0,67,"(54,92]"
"c_5894","m",1284.5400000000004,39,16,867.9300000000004,416.61,0,46,"(41,46]"
"c_5895","m",1138.5000000000002,54,15,327.5,706.24,104.76,50,"(46,54]"
"c_5896","f",488.5600000000001,16,1,324.02000000000004,164.54,0,36,"(31,37]"
"c_5897","m",377.36,6,2,64.14,94.63999999999999,218.57999999999998,17,"[17,31]"
"c_5898","m",1829.3900000000006,62,2,1138.8500000000004,690.5400000000002,0,30,"[17,31]"
"c_5899","m",960.7900000000001,12,35,97.99,249.59000000000003,613.21,25,"[17,31]"
"c_59","m",738.2800000000002,19,3,477.90000000000015,213.39000000000001,46.99,45,"(41,46]"
"c_590","f",232.41000000000005,9,14,172.54,59.87,0,37,"(31,37]"
"c_5900","f",680.84,8,35,0,13.65,667.19,18,"[17,31]"
"c_5901","m",252.83000000000004,5,23,57.55,91.22,104.06,23,"[17,31]"
"c_5902","f",650.3800000000002,10,10,234.33000000000007,288.07000000000005,127.97999999999999,17,"[17,31]"
"c_5903","f",448.20000000000005,2,123,0,0,448.20000000000005,25,"[17,31]"
"c_5904","m",303.51,6,19,140.39,114.13,48.99,51,"(46,54]"
"c_5905","f",280.70000000000005,5,31,73.9,72.56,134.24,17,"[17,31]"
"c_5906","m",225.39000000000001,7,2,160.23,65.16,0,46,"(41,46]"
"c_5907","f",1042.6900000000003,31,0,735.1500000000003,307.54,0,30,"[17,31]"
"c_5908","m",855.7100000000002,32,1,163.75000000000003,535.9700000000001,155.99,57,"(54,92]"
"c_5909","f",128.88,6,128,90.39,38.489999999999995,0,43,"(41,46]"
"c_591","f",1202.7300000000002,35,8,873.6800000000001,329.05,0,48,"(46,54]"
"c_5910","f",324.79000000000013,26,14,159.08,165.71,0,54,"(46,54]"
"c_5911","f",1219.8200000000002,41,29,795.6600000000004,424.1600000000001,0,47,"(46,54]"
"c_5912","f",241.32000000000005,8,38,209.09000000000003,32.23,0,40,"(37,41]"
"c_5913","f",124.44,6,18,67.23,57.209999999999994,0,38,"(37,41]"
"c_5914","f",1181.8,13,28,0,82.49,1099.31,20,"[17,31]"
"c_5915","m",320.67,6,16,82.36999999999999,191.31,46.99,55,"(54,92]"
"c_5916","m",855.6399999999999,9,52,9.23,154.03,692.3799999999999,17,"[17,31]"
"c_5917","m",392.6300000000001,9,3,256.82000000000005,135.81,0,44,"(41,46]"
"c_5918","m",256.99,6,9,62.550000000000004,137.45,56.99,24,"[17,31]"
"c_5919","f",15.98,2,102,15.98,0,0,66,"(54,92]"
"c_592","f",398.24999999999994,13,1,162.74,188.52,46.99,39,"(37,41]"
"c_5920","f",142.20000000000002,7,22,31.1,111.1,0,55,"(54,92]"
"c_5921","m",1656.4699999999998,58,2,1132.7800000000004,523.69,0,43,"(41,46]"
"c_5922","m",1915.1500000000003,65,3,1297.7700000000004,617.3800000000001,0,44,"(41,46]"
"c_5923","m",318.64000000000004,13,17,173.97000000000003,144.67000000000002,0,41,"(37,41]"
"c_5924","f",1057.0500000000002,35,3,671.6700000000001,385.38000000000005,0,39,"(37,41]"
"c_5925","m",215.89999999999998,5,66,117.00999999999998,98.89,0,84,"(54,92]"
"c_5926","m",477.00000000000006,27,22,168.93,308.07000000000005,0,66,"(54,92]"
"c_5927","m",1043.05,13,43,26.64,89.03999999999999,927.3700000000001,26,"[17,31]"
"c_5928","m",275.02000000000004,11,51,107.28999999999999,167.73000000000002,0,52,"(46,54]"
"c_5929","m",268.24000000000007,7,98,160.31000000000003,107.92999999999999,0,37,"(31,37]"
"c_593","m",121.59,5,8,20.03,101.56,0,63,"(54,92]"
"c_5930","m",140.95,2,44,0,0,140.95,25,"[17,31]"
"c_5931","f",43.73,1,179,0,43.73,0,22,"[17,31]"
"c_5932","f",944.1600000000001,41,1,274.27000000000004,669.8900000000001,0,59,"(54,92]"
"c_5933","f",478.97000000000014,14,25,296.4800000000001,182.49,0,37,"(31,37]"
"c_5934","m",1139.76,13,15,77.94,229.72000000000003,832.1000000000001,28,"[17,31]"
"c_5935","f",1445.4799999999998,53,0,857.0100000000006,588.4700000000001,0,43,"(41,46]"
"c_5936","m",187.60999999999999,9,21,66.82,120.79,0,60,"(54,92]"
"c_5937","f",118.97999999999999,2,87,0,0,118.97999999999999,21,"[17,31]"
"c_5938","m",703.6100000000001,22,23,359.70000000000016,343.91,0,45,"(41,46]"
"c_5939","f",999.04,13,12,37.69,220.34,741.01,25,"[17,31]"
"c_594","f",155.93,10,102,45.68,110.25,0,69,"(54,92]"
"c_5940","f",1551.5200000000002,56,0,1083.3500000000004,468.1700000000001,0,43,"(41,46]"
"c_5941","m",771.81,29,8,187.89,513.9300000000001,69.99,70,"(54,92]"
"c_5942","f",900.4000000000001,9,6,91.79,91.47,717.1400000000001,17,"[17,31]"
"c_5943","f",239.58,8,58,54.089999999999996,185.49,0,61,"(54,92]"
"c_5944","m",403.9700000000001,13,67,113.97999999999999,289.99000000000007,0,71,"(54,92]"
"c_5945","f",287.85,10,6,127.53999999999999,160.31,0,44,"(41,46]"
"c_5946","f",349.48,4,89,86.39999999999998,48.07,215.01,18,"[17,31]"
"c_5947","m",116.58999999999999,9,3,52.35000000000001,64.24,0,63,"(54,92]"
"c_5948","m",1663.7600000000007,55,1,911.3700000000001,752.39,0,36,"(31,37]"
"c_5949","m",1503.3400000000006,46,10,943.6500000000002,559.69,0,36,"(31,37]"
"c_595","f",601.24,21,12,111.86999999999999,489.37000000000006,0,65,"(54,92]"
"c_5950","f",1215.9700000000005,40,0,821.1900000000002,394.78000000000003,0,34,"(31,37]"
"c_5951","m",142.90000000000003,3,144,29.410000000000004,56.5,56.99,39,"(37,41]"
"c_5952","f",368.76000000000005,17,12,107.89999999999999,260.86,0,62,"(54,92]"
"c_5953","m",1733.9300000000005,50,0,1348.6000000000006,385.33000000000004,0,35,"(31,37]"
"c_5954","m",616.62,35,3,184.3,432.3200000000001,0,79,"(54,92]"
"c_5955","m",802.2100000000004,32,5,467.91000000000014,334.3,0,48,"(46,54]"
"c_5956","f",244.72000000000003,4,142,37.5,13.99,193.23,20,"[17,31]"
"c_5957","m",566.8300000000002,21,9,374.10000000000014,192.72999999999996,0,42,"(41,46]"
"c_5958","m",384.99000000000007,6,21,86.21,298.78000000000003,0,21,"[17,31]"
"c_5959","f",207.92000000000002,4,54,77.84,130.07999999999998,0,25,"[17,31]"
"c_596","m",713.49,8,0,0,167.18999999999997,546.3,19,"[17,31]"
"c_5960","m",963.0100000000001,33,10,631.6600000000001,331.35,0,35,"(31,37]"
"c_5961","f",443.76000000000005,22,4,176.66,267.1,0,59,"(54,92]"
"c_5962","f",13.99,1,117,0,13.99,0,24,"[17,31]"
"c_5963","f",213.77000000000004,4,43,38.38,24.060000000000002,151.33,17,"[17,31]"
"c_5964","f",286.46000000000004,9,5,150.25,136.21,0,81,"(54,92]"
"c_5965","m",202.81000000000003,12,16,98.46,104.35,0,82,"(54,92]"
"c_5966","f",21.98,2,29,21.98,0,0,70,"(54,92]"
"c_5967","f",149.74,1,298,0,0,149.74,18,"[17,31]"
"c_5968","f",772.4600000000003,22,6,567.1600000000002,205.29999999999995,0,33,"(31,37]"
"c_5969","m",778.2800000000001,29,1,232.42000000000002,490.9900000000001,54.87,56,"(54,92]"
"c_597","m",121.66000000000001,3,71,0,25.48,96.18,17,"[17,31]"
"c_5970","f",430.20000000000016,16,35,264.9800000000001,165.22,0,40,"(37,41]"
"c_5971","m",182.93,4,14,69.57,113.35999999999999,0,59,"(54,92]"
"c_5972","f",404.06,9,4,211.72000000000006,192.34000000000003,0,47,"(46,54]"
"c_5973","m",142.74,1,185,14.74,43.98,84.02,53,"(46,54]"
"c_5974","m",846.5200000000002,38,5,263.75000000000006,582.7700000000001,0,63,"(54,92]"
"c_5975","m",440.2200000000001,8,35,189.60000000000002,46.629999999999995,203.99,42,"(41,46]"
"c_5976","f",479.31000000000006,11,6,229.46000000000004,249.85000000000002,0,33,"(31,37]"
"c_5977","f",1409.8900000000003,46,0,1001.6200000000001,408.27000000000004,0,39,"(37,41]"
"c_5978","m",1077.15,32,4,698.3000000000002,378.85,0,35,"(31,37]"
"c_5979","f",114.64999999999998,3,153,48.42,66.22999999999999,0,17,"[17,31]"
"c_598","m",284.26,10,31,132.39999999999998,70.87,80.99,56,"(54,92]"
"c_5980","m",1009.7600000000001,11,81,0,108.47999999999999,901.2800000000001,17,"[17,31]"
"c_5981","f",703.2399999999999,19,19,430.14000000000016,273.1,0,47,"(46,54]"
"c_5982","f",304.43000000000006,8,41,152.04999999999998,90.13,62.25,35,"(31,37]"
"c_5983","f",553.4,22,12,233.22000000000003,320.18000000000006,0,61,"(54,92]"
"c_5984","f",1131.1000000000006,39,2,862.3000000000002,268.8,0,38,"(37,41]"
"c_5985","f",814.3300000000002,40,2,257.52000000000004,556.81,0,86,"(54,92]"
"c_5986","f",396.78000000000003,17,7,67.71,329.07,0,78,"(54,92]"
"c_5987","f",254.51000000000002,7,14,120.62,133.89,0,37,"(31,37]"
"c_5988","f",197.53,7,22,127.89999999999999,69.63,0,40,"(37,41]"
"c_5989","m",833.3200000000002,39,2,264.90000000000003,504.43000000000006,63.99,50,"(46,54]"
"c_599","m",365.87,4,20,37.06,95.27,233.54,22,"[17,31]"
"c_5990","f",444.29999999999995,7,33,0,156.41,287.89,25,"[17,31]"
"c_5991","f",352.4700000000001,16,23,111.14999999999998,195.01,46.31,63,"(54,92]"
"c_5992","f",114.2,5,10,43.22,70.98,0,63,"(54,92]"
"c_5993","f",1703.7800000000004,48,2,1051.89,651.8900000000001,0,37,"(31,37]"
"c_5994","m",661.39,10,99,41.32,97.42,522.65,17,"[17,31]"
"c_5995","f",999.1300000000001,10,29,154.53,260.82,583.78,29,"[17,31]"
"c_5996","f",228.42000000000002,5,17,145.01999999999998,83.39999999999999,0,40,"(37,41]"
"c_5997","f",713.4600000000002,29,3,241.40000000000003,403.07,68.99,53,"(46,54]"
"c_5998","m",138.36999999999998,9,48,55.830000000000005,82.53999999999999,0,68,"(54,92]"
"c_5999","m",894.9499999999999,9,47,0,149.73,745.22,17,"[17,31]"
"c_6","f",981.64,12,50,0,221.32,760.3199999999999,17,"[17,31]"
"c_60","f",943.3300000000004,27,9,602.7800000000002,340.55,0,37,"(31,37]"
"c_600","m",329.14000000000004,3,5,5.16,84.51,239.47,26,"[17,31]"
"c_6000","f",137.43,5,27,14.44,122.99,0,84,"(54,92]"
"c_6001","f",975.6,14,25,9.67,209.23000000000002,756.6999999999999,28,"[17,31]"
"c_6002","f",443.6000000000001,10,32,53.74,172.03999999999996,217.81999999999996,25,"[17,31]"
"c_6003","f",1205.4300000000005,40,9,785.0800000000004,420.35,0,41,"(37,41]"
"c_6004","m",176.98999999999998,7,21,60.980000000000004,116.00999999999999,0,56,"(54,92]"
"c_6005","m",1373.5200000000007,52,2,972.7800000000004,400.74000000000007,0,33,"(31,37]"
"c_6006","m",42.050000000000004,3,22,7.99,34.06,0,62,"(54,92]"
"c_6007","f",1710.9000000000008,48,4,973.4600000000003,737.44,0,49,"(46,54]"
"c_6008","f",382.33000000000015,13,12,91.08999999999999,291.24000000000007,0,65,"(54,92]"
"c_6009","f",322.6499999999999,9,58,169.99,152.66,0,46,"(41,46]"
"c_601","f",187.54000000000002,6,44,103.07999999999997,84.46000000000001,0,31,"[17,31]"
"c_6010","f",273.96000000000004,7,5,132.34,141.61999999999998,0,38,"(37,41]"
"c_6011","f",190.95000000000002,7,5,145.26000000000002,45.69,0,48,"(46,54]"
"c_6012","f",373.53,18,2,84.50999999999999,238.03000000000003,50.99,59,"(54,92]"
"c_6013","f",643.7900000000001,12,35,0,232.00000000000006,411.78999999999996,28,"[17,31]"
"c_6014","f",936.6300000000002,31,3,551.7800000000001,327.81000000000006,57.04,48,"(46,54]"
"c_6015","m",763.7200000000003,25,11,467.99000000000007,295.72999999999996,0,31,"[17,31]"
"c_6016","f",981.2900000000003,53,6,293.8500000000001,687.4400000000002,0,71,"(54,92]"
"c_6017","f",368.8900000000001,11,53,237.05000000000004,131.84,0,32,"(31,37]"
"c_6018","m",233.43000000000004,9,0,29.060000000000002,204.37,0,73,"(54,92]"
"c_6019","f",830.6200000000001,42,0,275.86000000000007,554.7600000000001,0,52,"(46,54]"
"c_602","m",556.0100000000001,27,2,140.85999999999999,415.1500000000001,0,75,"(54,92]"
"c_6020","m",307.7900000000001,6,153,57.21,131.6,118.97999999999999,27,"[17,31]"
"c_6021","m",154.92000000000002,6,18,85.17999999999998,69.74,0,34,"(31,37]"
"c_6022","f",23.810000000000002,2,59,23.810000000000002,0,0,55,"(54,92]"
"c_6023","f",758.54,10,43,30.78,99.86999999999999,627.89,20,"[17,31]"
"c_6024","m",707.4000000000001,33,18,143.11999999999998,564.2800000000001,0,56,"(54,92]"
"c_6025","m",421.21,15,25,118.6,302.60999999999996,0,64,"(54,92]"
"c_6026","f",886.8000000000001,9,58,16.13,82.15,788.52,23,"[17,31]"
"c_6027","f",183.55,9,24,142.91,40.64,0,45,"(41,46]"
"c_6028","m",549.17,7,10,100.62,79.34,369.21,17,"[17,31]"
"c_6029","f",161.82999999999998,2,31,30.93,72.91,57.99,24,"[17,31]"
"c_603","f",423.3800000000001,19,31,148.32000000000002,275.06,0,79,"(54,92]"
"c_6030","m",494.1000000000001,24,22,110.48,383.62000000000006,0,55,"(54,92]"
"c_6031","m",546.59,8,17,77.32,188.29,280.98,18,"[17,31]"
"c_6032","f",667.95,7,28,14.43,27.299999999999997,626.22,26,"[17,31]"
"c_6033","f",817.1400000000002,25,11,417.1100000000001,278.68,121.35,42,"(41,46]"
"c_6034","f",417.71000000000004,12,16,190.75,226.96000000000004,0,33,"(31,37]"
"c_6035","m",204.78000000000003,4,22,0,93.42,111.36,20,"[17,31]"
"c_6036","m",511.4900000000002,15,43,376.73000000000013,134.76,0,34,"(31,37]"
"c_6037","m",282.8500000000001,11,8,218.11000000000004,64.74,0,35,"(31,37]"
"c_6038","m",393.55,7,63,0,46.98,346.57,19,"[17,31]"
"c_6039","m",243.64000000000001,10,7,118.81,124.83000000000001,0,35,"(31,37]"
"c_604","f",146.09,6,10,83.02999999999997,63.059999999999995,0,42,"(41,46]"
"c_6040","f",15.72,1,25,15.72,0,0,47,"(46,54]"
"c_6041","m",224.40000000000003,10,28,76.25999999999999,148.14,0,59,"(54,92]"
"c_6042","f",538.9000000000001,28,16,154.88,384.02000000000004,0,59,"(54,92]"
"c_6043","f",387.1400000000001,10,12,252.20000000000007,134.94,0,39,"(37,41]"
"c_6044","f",645.8100000000002,25,2,125.88999999999997,478.61000000000007,41.31,65,"(54,92]"
"c_6045","m",226.05,10,15,15.180000000000001,210.87,0,54,"(46,54]"
"c_6046","f",614.96,7,41,25.9,135.87,453.19,17,"[17,31]"
"c_6047","m",68.31,4,118,19.33,48.98,0,87,"(54,92]"
"c_6048","m",254.73999999999998,10,2,237.75000000000003,16.99,0,35,"(31,37]"
"c_6049","m",72.05,2,231,28.39,43.66,0,57,"(54,92]"
"c_605","m",1778.0300000000004,59,5,1306.9800000000005,471.0500000000002,0,30,"[17,31]"
"c_6050","m",1087.8400000000004,32,7,692.5400000000003,302.83000000000004,92.47,30,"[17,31]"
"c_6051","f",444.67,24,2,187.95000000000002,256.71999999999997,0,50,"(46,54]"
"c_6052","m",418.04,14,55,192.45000000000005,225.59000000000003,0,82,"(54,92]"
"c_6053","f",13.43,1,47,0,13.43,0,47,"(46,54]"
"c_6054","m",244.79000000000002,10,35,32.72,212.07,0,72,"(54,92]"
"c_6055","f",306.43,5,99,96.97,83.68,125.78,22,"[17,31]"
"c_6056","m",978.8200000000002,13,26,48.11,119.14,811.57,28,"[17,31]"
"c_6057","m",1297.1500000000003,42,16,813.3300000000006,432.83000000000004,50.99,35,"(31,37]"
"c_6058","f",180.92000000000002,9,3,23.97,156.95,0,53,"(46,54]"
"c_6059","f",598.1100000000001,16,4,474.1200000000001,123.99,0,44,"(41,46]"
"c_606","f",254.17000000000002,6,111,105.22,148.95,0,39,"(37,41]"
"c_6060","m",301.71000000000004,8,4,170.80000000000004,130.91,0,33,"(31,37]"
"c_6061","f",491.0100000000001,15,8,237.44000000000003,253.57,0,36,"(31,37]"
"c_6062","f",139.76,4,101,49.370000000000005,90.39,0,41,"(37,41]"
"c_6063","f",641.5900000000001,17,14,400.65000000000003,240.94000000000005,0,43,"(41,46]"
"c_6064","m",696.21,27,11,212.95000000000002,483.26000000000005,0,51,"(46,54]"
"c_6065","m",255.41000000000005,8,78,101.95,107.14999999999999,46.31,61,"(54,92]"
"c_6066","m",238.14000000000001,6,95,76.49,161.65000000000003,0,34,"(31,37]"
"c_6067","f",1305.68,41,3,759.9700000000003,476.7200000000001,68.99,49,"(46,54]"
"c_6068","m",932.13,10,1,93.50999999999999,142.06,696.5600000000001,20,"[17,31]"
"c_6069","m",846.3499999999999,8,10,31.75,141.43999999999997,673.16,27,"[17,31]"
"c_607","f",527.2300000000001,16,28,267.93000000000006,259.3,0,35,"(31,37]"
"c_6070","f",367.70000000000005,12,56,367.70000000000005,0,0,49,"(46,54]"
"c_6071","f",152.67000000000002,5,31,70.69999999999999,81.97,0,40,"(37,41]"
"c_6072","f",345.7100000000001,9,71,168.68,121.03999999999998,55.99,18,"[17,31]"
"c_6073","m",525.21,18,9,365.5300000000001,159.67999999999998,0,43,"(41,46]"
"c_6074","m",565.27,17,15,376.90000000000003,188.37,0,44,"(41,46]"
"c_6075","f",1596.7300000000002,48,3,1128.0400000000004,468.69,0,40,"(37,41]"
"c_6076","f",907.7500000000002,26,14,695.2100000000002,212.54000000000002,0,31,"[17,31]"
"c_6077","f",373.05,5,36,0,57.9,315.15,29,"[17,31]"
"c_6078","f",414.81,13,1,162.00999999999996,252.8,0,53,"(46,54]"
"c_6079","f",262.02,5,58,4.5,74.95,182.57,21,"[17,31]"
"c_608","f",296.84000000000003,11,1,192.78000000000003,104.06,0,42,"(41,46]"
"c_6080","m",396.22999999999996,15,14,150.02,246.21000000000004,0,63,"(54,92]"
"c_6081","f",187.29999999999998,9,11,43.2,144.1,0,65,"(54,92]"
"c_6082","f",681.5400000000003,20,23,503.81000000000006,120.74,56.99,38,"(37,41]"
"c_6083","m",818.1100000000002,10,1,110.68,223.39000000000001,484.04,22,"[17,31]"
"c_6084","m",467.47,9,36,98.94,100.54,267.99,19,"[17,31]"
"c_6085","f",513.4300000000001,7,28,0,79.59,433.84000000000003,26,"[17,31]"
"c_6086","m",372.12000000000006,9,5,73.48,251.65000000000003,46.99,65,"(54,92]"
"c_6087","m",734.1100000000004,29,2,482.9900000000001,251.12000000000003,0,44,"(41,46]"
"c_6088","f",83.6,2,39,0,83.6,0,50,"(46,54]"
"c_6089","f",394.1900000000001,6,77,72.63999999999999,95.99000000000001,225.56,24,"[17,31]"
"c_609","m",869.2600000000001,10,32,146.67000000000002,288.59000000000003,434,17,"[17,31]"
"c_6090","m",698.0100000000002,32,1,131.67999999999998,467.35,98.98,58,"(54,92]"
"c_6091","f",579.4300000000001,8,10,73.78,271.70000000000005,233.95000000000002,20,"[17,31]"
"c_6092","f",727.1700000000001,13,13,97.52999999999999,243.74000000000004,385.90000000000003,20,"[17,31]"
"c_6093","f",486.6200000000001,27,11,186.20000000000002,300.42,0,68,"(54,92]"
"c_6094","f",419.93,13,59,307.61000000000007,112.32000000000001,0,44,"(41,46]"
"c_6095","f",302.31,8,6,22.53,105.49,174.29000000000002,25,"[17,31]"
"c_6096","f",372.94000000000005,13,9,148.69,224.25,0,55,"(54,92]"
"c_6097","m",530.6000000000001,14,37,367.4900000000001,95.12,67.99,49,"(46,54]"
"c_6098","f",296.9400000000001,10,15,184.38000000000002,112.55999999999999,0,54,"(46,54]"
"c_6099","f",610.8000000000002,16,11,348.64000000000004,262.16,0,39,"(37,41]"
"c_61","m",758.98,29,29,530.75,228.23000000000002,0,42,"(41,46]"
"c_610","m",537.5600000000002,9,11,206.73000000000005,164.88,165.95,32,"(31,37]"
"c_6100","m",895.6300000000001,35,6,215.58,680.0500000000001,0,80,"(54,92]"
"c_6101","f",497.1300000000001,15,60,278.4,160.74,57.99,32,"(31,37]"
"c_6102","f",647.46,18,14,453.11,194.35000000000002,0,38,"(37,41]"
