client_id,sex,Montant,Fréquence,Récence,Prix_Categ0,Prix_Categ1,Prix_Categ2,Age
c_5141,m,322.95,7,1,79.61,139.42,103.92,55
c_5142,m,54.38,3,137,33.62,20.76,0.0,32
c_5143,m,1378.53,49,5,1053.26,325.27,0.0,33
c_5144,f,636.43,9,35,23.58,155.19,457.66,20
c_5145,f,626.67,16,22,139.25,358.43,128.99,53
c_5146,f,445.75,31,8,144.65,301.1,0.0,59
c_5147,m,257.25,9,40,110.45,146.8,0.0,69
c_5148,f,297.22,6,88,7.76,116.49,172.97,27
c_5149,f,243.38,4,56,25.98,91.19,126.21,17
c_515,m,317.53,5,11,39.85,97.95,179.73,21
c_5150,f,1002.65,37,0,704.45,298.2,0.0,37
c_5151,f,173.29,4,29,45.67,69.63,57.99,51
c_5152,f,1360.56,41,5,1016.27,344.29,0.0,35
c_5153,f,140.43,8,78,76.18,64.25,0.0,52
c_5154,m,269.68,10,13,67.11,202.57,0.0,68
c_5155,m,828.79,11,1,69.73,125.07,633.99,22
c_5156,f,556.51,30,4,187.68,368.83,0.0,56
c_5157,f,290.76,6,112,132.06,89.71,68.99,42
c_5158,m,289.84,11,126,217.65,72.19,0.0,39
c_5159,f,536.2,14,23,217.65,318.55,0.0,42
c_516,m,123.67,3,50,7.54,48.56,67.57,26
c_5160,m,1031.6,10,137,90.1,71.61,869.89,25
c_5161,f,182.94,2,9,3.99,75.97,102.98,25
c_5162,f,1002.18,35,5,628.65,373.53,0.0,32
c_5163,f,581.18,30,1,218.23,362.95,0.0,63
c_5164,f,402.32,23,5,128.34,273.98,0.0,65
c_5165,f,436.21,24,16,111.89,324.32,0.0,67
c_5166,m,767.23,28,14,447.85,319.38,0.0,41
c_5167,f,235.97,4,10,56.26,179.71,0.0,24
c_5168,f,436.39,7,35,0.0,72.67,363.72,20
c_5169,f,454.37,14,28,100.12,242.26,111.99,64
c_517,f,232.13,12,10,69.5,162.63,0.0,52
c_5170,f,146.02,9,6,29.01,117.01,0.0,50
c_5171,m,1068.46,34,14,811.27,257.19,0.0,47
c_5172,m,634.4,30,6,188.9,445.5,0.0,66
c_5173,f,953.65,18,19,0.0,221.26,732.39,19
c_5174,m,327.55,18,13,142.71,184.84,0.0,60
c_5175,f,340.48,12,8,147.42,193.06,0.0,70
c_5176,f,919.74,9,44,17.15,84.45,818.14,17
c_5177,f,152.43,6,11,54.16,98.27,0.0,62
c_5178,f,68.72,5,7,20.03,48.69,0.0,55
c_5179,m,300.91,8,121,70.58,161.34,68.99,59
c_518,m,296.67,9,87,126.34,79.34,90.99,47
c_5180,m,341.05,8,7,205.86,135.19,0.0,34
c_5181,m,205.79,7,25,61.63,144.16,0.0,59
c_5182,f,232.07,13,25,61.38,170.69,0.0,66
c_5183,m,155.23,3,38,70.94,84.29,0.0,28
c_5184,m,233.02,7,17,91.24,71.79,69.99,65
c_5185,m,746.05,9,33,11.43,111.53,623.09,28
c_5186,m,1367.73,16,2,28.77,153.23,1185.73,24
c_5187,f,93.53,5,103,0.0,93.53,0.0,51
c_5188,f,761.83,21,26,558.79,203.04,0.0,30
c_5189,m,315.14,9,22,155.32,159.82,0.0,37
c_519,f,797.74,32,7,210.14,587.6,0.0,67
c_5190,m,413.56,21,1,160.86,252.7,0.0,54
c_5191,f,301.61,9,5,136.98,61.81,102.82,38
c_5192,m,399.83,12,24,104.85,225.99,68.99,56
c_5193,m,336.73,4,14,29.68,118.57,188.48,26
c_5194,m,738.13,12,3,189.88,191.39,356.86,27
c_5195,m,559.38,8,27,26.13,66.93,466.32,21
c_5196,m,788.88,19,6,344.86,389.15,54.87,45
c_5197,f,298.31,4,42,0.0,32.19,266.12,24
c_5198,f,1509.28,49,5,959.57,549.71,0.0,44
c_5199,f,727.9,9,81,81.83,88.22,557.85,17
c_52,m,126.49,8,26,48.47,78.02,0.0,62
c_520,f,1060.02,15,3,57.27,114.81,887.94,25
c_5200,m,301.44,13,32,63.23,238.21,0.0,62
c_5201,f,1634.89,57,13,1221.08,413.81,0.0,37
c_5202,f,478.24,21,3,100.18,336.75,41.31,84
c_5203,m,558.11,11,14,18.72,113.53,425.86,19
c_5204,f,438.99,12,2,255.18,183.81,0.0,40
c_5205,f,768.43,38,8,263.47,504.96,0.0,50
c_5206,m,1306.06,32,0,631.85,604.22,69.99,39
c_5207,m,347.33,8,44,42.38,85.18,219.77,24
c_5208,m,857.78,40,8,221.35,636.43,0.0,73
c_5209,m,378.3,5,126,111.86,139.09,127.35,27
c_521,m,245.03,13,15,85.11,159.92,0.0,51
c_5210,f,190.08,4,14,31.96,158.12,0.0,83
c_5211,f,626.41,25,7,116.36,455.06,54.99,58
c_5212,f,1670.54,59,0,1308.46,362.08,0.0,42
c_5213,m,618.36,10,30,86.1,126.54,405.72,22
c_5214,m,177.88,4,103,83.13,94.75,0.0,50
c_5215,m,778.87,26,4,559.45,219.42,0.0,38
c_5216,m,616.36,18,3,209.59,406.77,0.0,50
c_5217,f,664.34,13,23,132.01,227.59,304.74,17
c_5218,m,391.32,6,17,20.87,43.3,327.15,24
c_5219,m,129.25,4,11,0.0,72.21,57.04,24
c_522,f,342.58,10,25,183.82,158.76,0.0,46
c_5220,f,768.42,11,25,0.0,123.94,644.48,29
c_5221,f,336.37,9,14,206.84,129.53,0.0,44
c_5222,f,297.67,10,61,58.1,191.66,47.91,54
c_5223,m,13.59,1,0,13.59,0.0,0.0,18
c_5224,m,837.85,11,35,40.58,207.15,590.12,21
c_5225,m,596.66,10,76,121.46,117.11,358.09,18
c_5226,m,870.92,12,5,26.4,204.96,639.56,17
c_5227,f,220.37,14,12,89.53,130.84,0.0,53
c_5228,f,177.89,5,148,21.97,86.93,68.99,58
c_5229,m,1209.63,14,21,25.62,142.74,1041.27,29
c_523,f,153.41,8,8,62.53,90.88,0.0,83
c_5230,m,105.23,1,156,0.0,24.24,80.99,24
c_5231,f,1150.28,38,3,681.9,468.38,0.0,49
c_5232,f,377.26,13,14,242.73,134.53,0.0,31
c_5233,f,127.14,3,180,30.51,32.64,63.99,17
c_5234,m,374.49,20,14,92.75,281.74,0.0,55
c_5235,m,390.79,4,39,0.0,17.99,372.8,29
c_5236,m,248.22,10,0,176.55,71.67,0.0,48
c_5237,m,767.55,5,42,43.53,71.56,652.46,22
c_5238,f,301.48,8,22,262.38,39.1,0.0,39
c_5239,f,495.48,13,5,331.51,163.97,0.0,31
c_524,m,90.48,6,17,63.19,27.29,0.0,54
c_5240,f,144.66,7,6,18.98,125.68,0.0,69
c_5241,f,134.48,9,13,43.84,90.64,0.0,69
c_5242,m,242.75,3,94,0.0,28.98,213.77,18
c_5243,m,126.93,5,58,80.95,45.98,0.0,39
c_5244,m,718.92,39,7,237.83,481.09,0.0,61
c_5245,f,13.59,1,0,13.59,0.0,0.0,17
c_5246,f,575.99,24,3,170.17,405.82,0.0,66
c_5247,f,1021.5,33,0,789.05,232.45,0.0,41
c_5248,m,168.98,9,9,43.37,125.61,0.0,53
c_5249,m,156.1,3,48,30.29,22.99,102.82,26
c_525,f,145.76,3,23,82.18,63.58,0.0,37
c_5250,m,271.92,8,55,180.12,91.8,0.0,36
c_5251,f,201.13,4,34,33.47,98.67,68.99,76
c_5252,f,798.67,8,8,39.24,158.73,600.7,18
c_5253,f,694.36,8,16,0.0,83.44,610.92,25
c_5254,f,272.24,9,12,148.07,124.17,0.0,45
c_5255,m,457.37,10,20,141.54,201.84,113.99,52
c_5256,m,346.54,16,31,65.61,280.93,0.0,71
c_5257,f,1635.11,47,0,1035.01,496.11,103.99,49
c_5258,f,457.36,7,12,229.39,165.72,62.25,63
c_5259,m,993.95,25,9,535.89,394.7,63.36,31
c_526,m,192.9,3,53,11.53,68.02,113.35,23
c_5260,m,173.52,5,17,122.61,50.91,0.0,33
c_5261,m,91.7,4,18,70.71,20.99,0.0,43
c_5262,f,374.47,16,2,117.25,257.22,0.0,72
c_5263,m,1547.78,20,3,0.0,211.09,1336.69,23
c_5264,m,372.96,21,2,115.33,257.63,0.0,71
c_5265,f,408.92,15,16,118.57,290.35,0.0,64
c_5266,f,91.95,5,52,46.63,45.32,0.0,71
c_5267,f,378.86,5,9,18.7,113.19,246.97,22
c_5268,m,628.81,32,6,264.09,364.72,0.0,66
c_5269,m,446.55,20,10,62.54,384.01,0.0,57
c_527,f,1484.74,45,3,1021.73,463.01,0.0,33
c_5270,m,1117.4,42,0,653.83,463.57,0.0,40
c_5271,m,428.95,14,42,206.11,222.84,0.0,52
c_5272,f,71.34,3,48,10.44,60.9,0.0,56
c_5273,m,262.56,10,0,58.72,203.84,0.0,57
c_5274,f,833.5,27,7,640.95,192.55,0.0,43
c_5275,m,249.73,11,5,100.09,149.64,0.0,57
c_5276,m,828.55,39,6,233.21,595.34,0.0,51
c_5277,m,1053.31,34,15,625.2,428.11,0.0,45
c_5278,f,1007.83,10,33,79.9,115.65,812.28,17
c_5279,f,1573.79,56,7,1020.84,552.95,0.0,37
c_528,f,275.54,10,26,146.44,129.1,0.0,32
c_5280,m,504.3,10,3,244.24,190.07,69.99,32
c_5281,f,745.56,7,5,0.0,118.3,627.26,26
c_5282,f,298.77,5,88,54.72,33.08,210.97,25
c_5283,m,452.77,10,3,159.43,229.35,63.99,52
c_5284,m,181.34,5,16,25.03,156.31,0.0,65
c_5285,f,621.52,9,51,0.0,209.96,411.56,17
c_5286,f,141.19,7,4,60.65,80.54,0.0,55
c_5287,m,141.49,5,20,48.61,92.88,0.0,60
c_5288,m,500.19,15,5,136.55,309.65,53.99,57
c_5289,f,1202.15,41,5,601.56,600.59,0.0,45
c_529,f,82.79,3,28,0.0,40.6,42.19,19
c_5290,m,186.79,5,6,127.64,59.15,0.0,34
c_5291,m,836.42,26,5,449.28,387.14,0.0,48
c_5292,m,186.32,8,35,64.67,121.65,0.0,58
c_5293,m,112.79,4,114,86.02,26.77,0.0,43
c_5294,m,635.77,22,4,362.77,273.0,0.0,42
c_5295,m,1600.7,18,8,83.2,296.31,1221.19,18
c_5296,f,477.64,23,20,100.12,377.52,0.0,64
c_5297,f,179.5,8,148,0.0,179.5,0.0,53
c_5298,m,532.89,10,104,0.0,53.92,478.97,22
c_5299,f,429.65,19,21,181.49,248.16,0.0,54
c_53,f,439.71,26,12,184.81,254.9,0.0,56
c_530,f,327.15,16,0,201.52,125.63,0.0,41
c_5300,f,207.43,6,5,80.01,127.42,0.0,64
c_5301,m,1553.64,59,3,1093.32,460.32,0.0,35
c_5302,m,170.88,8,29,36.62,134.26,0.0,92
c_5303,f,396.09,4,49,10.4,72.35,313.34,19
c_5304,m,417.27,8,7,17.84,90.16,309.27,24
c_5305,f,264.11,8,98,200.42,63.69,0.0,33
c_5306,f,1211.61,15,36,105.2,104.06,1002.35,18
c_5307,m,338.59,10,48,222.53,116.06,0.0,41
c_5308,m,615.07,36,4,246.18,368.89,0.0,52
c_5309,f,637.3,11,1,12.0,116.23,509.07,23
c_531,m,953.56,15,1,38.0,115.82,799.74,25
c_5310,m,792.47,30,0,682.16,110.31,0.0,37
c_5311,f,635.7,20,8,439.57,196.13,0.0,31
c_5312,m,387.59,10,81,225.63,161.96,0.0,44
c_5313,m,1109.23,31,1,736.79,328.45,43.99,32
c_5314,f,955.37,33,3,634.15,321.22,0.0,38
c_5315,m,291.11,4,16,0.0,0.0,291.11,18
c_5316,f,528.09,11,0,0.0,198.63,329.46,17
c_5317,m,58.8,3,183,16.98,41.82,0.0,58
c_5318,f,270.1,12,0,58.3,211.8,0.0,81
c_5319,m,675.72,7,7,115.81,105.96,453.95,25
c_532,m,454.25,16,10,290.61,163.64,0.0,39
c_5320,m,203.47,9,9,77.05,126.42,0.0,78
c_5321,f,598.17,30,11,149.54,448.63,0.0,68
c_5322,m,538.76,11,21,278.59,98.14,162.03,39
c_5323,m,957.15,16,14,65.05,245.52,646.58,23
c_5324,m,238.17,7,19,150.39,87.78,0.0,47
c_5325,m,766.27,27,2,415.25,351.02,0.0,36
c_5326,m,357.45,6,54,0.0,44.66,312.79,27
c_5327,m,145.72,10,24,32.59,113.13,0.0,63
c_5328,m,489.84,18,4,290.03,199.81,0.0,45
c_5329,m,680.22,7,47,12.54,141.05,526.63,17
c_533,m,156.6,2,179,0.0,0.0,156.6,17
c_5330,m,560.0,19,13,392.96,167.04,0.0,31
c_5331,m,780.66,33,3,171.17,551.58,57.91,58
c_5332,f,376.08,15,16,120.46,255.62,0.0,50
c_5333,m,682.41,10,46,32.39,101.2,548.82,24
c_5334,m,247.15,11,32,92.85,154.3,0.0,75
c_5335,m,248.52,8,30,162.73,85.79,0.0,44
c_5336,f,242.44,5,58,68.24,174.2,0.0,53
c_5337,f,127.41,7,196,44.89,82.52,0.0,51
c_5338,m,380.4,15,2,39.63,340.77,0.0,58
c_5339,f,58.97,2,151,16.99,41.98,0.0,17
c_534,m,309.7,7,23,112.04,135.41,62.25,40
c_5340,f,471.99,12,5,193.15,278.84,0.0,35
c_5341,f,513.67,6,132,0.0,22.99,490.68,25
c_5342,m,209.52,5,4,90.96,118.56,0.0,59
c_5343,m,310.27,5,34,0.0,44.43,265.84,27
c_5344,f,844.81,20,27,386.34,458.47,0.0,37
c_5345,m,523.2,24,28,80.74,442.46,0.0,57
c_5346,m,1392.57,42,4,829.37,563.2,0.0,31
c_5347,m,434.37,16,10,228.22,206.15,0.0,46
c_5348,m,40.64,2,60,19.88,20.76,0.0,51
c_5349,m,411.19,16,8,189.44,115.28,106.47,30
c_535,f,363.06,5,132,0.0,64.28,298.78,17
c_5350,m,198.5,4,31,0.0,74.52,123.98,23
c_5351,f,361.04,15,23,87.18,216.82,57.04,58
c_5352,f,1370.26,51,2,1016.43,353.83,0.0,43
c_5353,f,298.58,8,5,69.96,96.38,132.24,17
c_5354,f,896.25,42,2,219.15,608.11,68.99,52
c_5355,m,707.73,30,35,163.37,544.36,0.0,58
c_5356,f,777.29,27,23,580.51,196.78,0.0,48
c_5357,m,1593.1,52,0,1000.64,592.46,0.0,31
c_5358,m,512.36,17,15,414.53,97.83,0.0,42
c_5359,f,365.74,14,29,235.69,130.05,0.0,39
c_536,m,1331.03,43,20,1041.76,289.27,0.0,34
c_5360,f,513.21,21,25,393.83,119.38,0.0,35
c_5361,f,433.93,7,13,136.19,297.74,0.0,53
c_5362,f,1549.72,49,7,910.42,639.3,0.0,41
c_5363,f,453.43,14,19,241.89,211.54,0.0,39
c_5364,f,432.62,7,77,10.99,115.34,306.29,19
c_5365,m,851.76,9,17,52.39,86.91,712.46,28
c_5366,f,755.62,28,3,142.18,613.44,0.0,80
c_5367,m,849.68,38,0,303.41,546.27,0.0,54
c_5368,f,107.88,7,55,67.98,39.9,0.0,68
c_5369,f,373.2,8,11,25.98,66.89,280.33,28
c_537,m,199.68,7,23,83.82,115.86,0.0,37
c_5370,m,369.42,11,24,187.18,182.24,0.0,41
c_5371,m,741.95,24,6,463.29,220.67,57.99,40
c_5372,f,429.98,5,1,16.99,24.19,388.8,20
c_5373,m,496.67,17,16,385.55,111.12,0.0,38
c_5374,m,428.75,6,174,84.53,126.64,217.58,24
c_5375,f,528.43,9,3,218.1,128.34,181.99,43
c_5376,m,215.25,9,18,85.94,85.96,43.35,54
c_5377,f,482.17,18,12,332.19,149.98,0.0,35
c_5378,m,57.11,3,114,32.44,24.67,0.0,17
c_5379,m,244.52,13,21,120.02,124.5,0.0,77
c_538,f,412.48,10,55,251.17,161.31,0.0,49
c_5380,m,154.41,6,59,90.61,63.8,0.0,47
c_5381,f,278.75,10,41,106.34,172.41,0.0,65
c_5382,f,1033.81,16,8,0.0,143.04,890.77,26
c_5383,f,318.96,9,16,77.18,125.85,115.93,74
c_5384,f,379.35,6,30,0.0,125.99,253.36,20
c_5385,m,427.18,23,10,174.45,252.73,0.0,51
c_5386,f,724.84,23,41,493.77,231.07,0.0,44
c_5387,m,30.0,2,97,0.0,30.0,0.0,65
c_5388,f,214.59,6,2,117.81,96.78,0.0,71
c_5389,m,278.86,11,2,245.67,33.19,0.0,33
c_539,m,948.74,40,1,317.31,631.43,0.0,79
c_5390,f,190.94,6,2,62.35,128.59,0.0,54
c_5391,f,22.15,3,30,11.44,10.71,0.0,51
c_5392,f,608.74,38,5,236.68,323.07,48.99,74
c_5393,f,135.27,2,41,11.29,123.98,0.0,17
c_5394,f,336.02,7,18,82.58,253.44,0.0,75
c_5395,f,342.58,6,20,95.62,130.4,116.56,26
c_5396,f,245.3,11,38,170.51,74.79,0.0,30
c_5397,f,78.12,4,13,22.97,55.15,0.0,50
c_5398,f,367.83,4,47,26.4,0.0,341.43,20
c_5399,f,291.95,16,24,148.16,143.79,0.0,69
c_54,f,540.24,19,26,410.43,129.81,0.0,35
c_540,m,23.28,2,68,23.28,0.0,0.0,41
c_5400,m,26.52,3,17,26.52,0.0,0.0,55
c_5401,m,27.94,1,191,0.0,27.94,0.0,37
c_5402,m,891.53,24,7,545.67,345.86,0.0,48
c_5403,f,437.96,26,3,152.08,285.88,0.0,52
c_5404,f,1185.27,44,10,811.57,373.7,0.0,39
c_5405,f,1481.14,45,15,866.69,614.45,0.0,47
c_5406,f,131.07,3,38,0.0,131.07,0.0,69
c_5407,f,243.18,7,45,5.86,168.33,68.99,50
c_5408,m,899.04,32,3,607.78,291.26,0.0,42
c_5409,f,337.76,16,47,114.76,223.0,0.0,82
c_541,m,220.05,2,103,37.07,0.0,182.98,17
c_5410,m,384.05,9,51,307.33,76.72,0.0,32
c_5411,m,672.52,24,9,472.75,199.77,0.0,33
c_5412,m,411.48,7,26,17.99,69.79,323.7,21
c_5413,f,1022.83,31,29,557.93,464.9,0.0,42
c_5414,f,372.49,9,33,117.77,254.72,0.0,46
c_5415,m,287.97,5,99,8.6,102.52,176.85,21
c_5416,f,770.73,39,4,239.56,484.18,46.99,51
c_5417,f,223.22,13,12,48.36,174.86,0.0,52
c_5418,f,303.97,11,3,117.36,186.61,0.0,88
c_5419,f,71.98,2,17,0.0,20.99,50.99,22
c_542,m,764.15,35,4,238.86,525.29,0.0,66
c_5420,m,139.47,5,23,60.43,79.04,0.0,62
c_5421,f,81.08,4,70,39.43,41.65,0.0,56
c_5422,f,946.38,23,4,520.48,425.9,0.0,33
c_5423,m,331.96,12,0,241.49,90.47,0.0,45
c_5424,m,409.21,20,4,143.25,265.96,0.0,50
c_5425,f,215.84,7,48,101.41,114.43,0.0,40
c_5426,f,355.61,11,29,257.91,97.7,0.0,44
c_5427,f,1125.11,17,3,0.0,169.21,955.9,17
c_5428,m,323.97,15,8,211.15,112.82,0.0,41
c_5429,f,351.84,13,37,94.76,257.08,0.0,53
c_543,f,416.88,15,8,213.96,202.92,0.0,42
c_5430,m,657.73,18,7,320.9,276.46,60.37,36
c_5431,m,138.98,2,232,0.0,0.0,138.98,28
c_5432,f,54.36,1,254,19.38,34.98,0.0,88
c_5433,f,1143.06,34,1,695.74,400.33,46.99,40
c_5434,f,262.79,13,3,104.12,158.67,0.0,56
c_5435,f,778.08,23,10,202.86,483.4,91.82,52
c_5436,f,103.56,2,128,0.0,0.0,103.56,17
c_5437,f,911.84,28,4,549.84,304.96,57.04,48
c_5438,m,153.14,11,24,67.69,85.45,0.0,56
c_5439,m,268.42,14,18,55.01,213.41,0.0,66
c_544,f,253.98,8,3,128.04,125.94,0.0,40
c_5440,f,462.04,7,33,60.05,100.44,301.55,17
c_5441,f,740.24,39,4,215.47,524.77,0.0,64
c_5442,m,176.08,6,17,98.28,77.8,0.0,49
c_5443,m,127.03,7,64,53.07,73.96,0.0,56
c_5444,m,731.48,22,40,418.6,312.88,0.0,39
c_5445,m,81.61,6,54,70.75,10.86,0.0,59
c_5446,f,867.08,41,1,219.99,647.09,0.0,65
c_5447,f,293.28,9,4,220.94,72.34,0.0,48
c_5448,f,181.31,4,110,98.81,82.5,0.0,20
c_5449,m,1683.96,51,0,1030.1,653.86,0.0,37
c_545,f,651.24,18,11,302.79,348.45,0.0,49
c_5450,m,391.61,22,3,149.44,242.17,0.0,55
c_5451,m,196.36,6,122,101.88,94.48,0.0,39
c_5452,f,413.79,12,26,272.58,141.21,0.0,40
c_5453,m,309.66,10,24,225.79,83.87,0.0,31
c_5454,m,827.03,24,0,546.1,223.94,56.99,37
c_5455,m,340.24,16,15,142.49,197.75,0.0,55
c_5456,f,1259.51,19,1,131.36,362.09,766.06,27
c_5457,f,1048.85,13,8,0.0,113.37,935.48,17
c_5458,f,1271.44,36,1,733.22,538.22,0.0,42
c_5459,m,921.07,29,11,636.77,284.3,0.0,44
c_546,m,723.67,10,17,56.12,229.33,438.22,17
c_5460,m,152.03,8,7,37.7,114.33,0.0,69
c_5461,f,750.25,24,11,512.69,237.56,0.0,47
c_5462,f,874.86,44,6,233.54,641.32,0.0,57
c_5463,f,665.85,14,31,24.44,181.43,459.98,22
c_5464,m,198.45,4,9,0.0,136.2,62.25,28
c_5465,m,167.26,7,7,142.45,24.81,0.0,33
c_5466,m,1009.46,35,11,647.96,361.5,0.0,47
c_5467,f,934.85,12,18,60.46,48.73,825.66,29
c_5468,f,428.16,6,77,28.8,63.42,335.94,29
c_5469,f,177.68,11,18,73.5,104.18,0.0,61
c_547,f,1044.55,10,3,0.0,191.33,853.22,20
c_5470,m,93.43,2,35,30.97,62.46,0.0,26
c_5471,f,717.23,9,5,24.98,148.11,544.14,17
c_5472,m,399.7,5,43,0.0,43.98,355.72,28
c_5473,f,299.08,6,112,119.4,179.68,0.0,52
c_5474,f,532.93,8,7,47.74,115.74,369.45,28
c_5475,f,468.05,5,0,0.0,47.57,420.48,19
c_5476,m,206.43,8,18,44.88,161.55,0.0,65
c_5477,m,521.42,21,15,428.67,92.75,0.0,48
c_5478,m,480.35,16,7,101.83,312.77,65.75,67
c_5479,f,679.03,33,6,156.83,522.2,0.0,50
c_548,m,238.96,13,7,71.31,167.65,0.0,71
c_5480,f,252.38,8,0,138.24,114.14,0.0,42
c_5481,f,134.83,5,61,107.84,26.99,0.0,40
c_5482,f,224.56,8,20,20.26,204.3,0.0,50
c_5483,f,837.85,33,7,608.88,228.97,0.0,32
c_5484,f,553.86,17,20,398.76,155.1,0.0,40
c_5485,f,581.17,7,27,50.46,54.73,475.98,21
c_5486,f,498.48,14,44,346.14,152.34,0.0,39
c_5487,f,111.25,3,0,111.25,0.0,0.0,44
c_5488,f,669.74,19,13,303.12,251.32,115.3,41
c_5489,f,255.12,6,12,143.98,111.14,0.0,44
c_549,m,877.17,28,14,590.01,236.17,50.99,40
c_5490,f,420.72,13,14,279.02,141.7,0.0,32
c_5491,m,202.2,7,17,103.34,98.86,0.0,52
c_5492,f,230.09,8,58,135.29,94.8,0.0,35
c_5493,m,221.67,10,1,29.7,191.97,0.0,53
c_5494,m,146.03,6,28,60.14,85.89,0.0,51
c_5495,f,310.76,10,1,77.13,233.63,0.0,58
c_5496,m,63.42,4,116,63.42,0.0,0.0,45
c_5497,f,870.94,26,10,653.64,217.3,0.0,32
c_5498,f,373.11,14,7,76.11,297.0,0.0,51
c_5499,f,326.11,2,31,0.0,11.14,314.97,22
c_55,f,250.32,3,80,4.99,75.35,169.98,28
c_550,f,772.58,37,6,166.56,606.02,0.0,52
c_5500,m,140.48,3,31,0.0,37.5,102.98,17
c_5501,f,573.28,29,3,213.0,360.28,0.0,64
c_5502,m,256.59,12,42,106.21,150.38,0.0,60
c_5503,f,235.33,5,43,144.87,90.46,0.0,43
c_5504,f,412.49,11,19,271.93,140.56,0.0,48
c_5505,m,316.62,8,33,103.39,150.98,62.25,69
c_5506,m,275.79,8,6,97.39,178.4,0.0,51
c_5507,f,408.11,22,11,159.48,248.63,0.0,57
c_5508,f,283.81,8,7,150.61,133.2,0.0,47
c_5509,m,155.51,3,21,47.32,45.94,62.25,21
c_551,f,287.94,4,155,0.0,39.16,248.78,23
c_5510,f,555.5,25,35,188.2,367.3,0.0,80
c_5511,f,809.68,28,10,510.31,299.37,0.0,45
c_5512,m,673.52,36,2,271.42,351.11,50.99,85
c_5513,f,138.28,6,100,78.31,59.97,0.0,65
c_5514,f,593.07,19,5,468.32,124.75,0.0,31
c_5515,f,167.23,2,48,0.0,27.24,139.99,22
c_5516,f,498.8,10,26,6.08,156.48,336.24,17
c_5517,f,1523.66,16,10,0.0,162.29,1361.37,19
c_5518,m,446.36,6,121,11.61,192.28,242.47,18
c_5519,f,1407.28,13,11,0.0,99.29,1307.99,27
c_552,m,147.78,7,7,14.99,132.79,0.0,52
c_5520,f,726.88,26,48,501.49,225.39,0.0,38
c_5521,f,563.25,6,45,14.1,43.09,506.06,28
c_5522,m,919.29,30,4,627.65,291.64,0.0,47
c_5523,f,580.47,18,9,218.99,203.31,158.17,51
c_5524,m,258.38,9,4,125.28,133.1,0.0,44
c_5525,m,520.93,14,4,137.51,174.17,209.25,62
c_5526,f,643.65,11,2,65.42,162.84,415.39,23
c_5527,f,169.27,4,35,0.0,4.05,165.22,29
c_5528,m,612.7,21,15,326.1,216.61,69.99,48
c_5529,f,844.41,23,4,520.16,324.25,0.0,35
c_553,f,357.63,13,0,132.57,225.06,0.0,72
c_5530,m,350.89,16,6,117.04,233.85,0.0,64
c_5531,f,287.19,14,14,233.33,53.86,0.0,33
c_5532,m,878.51,21,58,269.48,405.04,203.99,68
c_5533,f,395.78,21,18,109.67,286.11,0.0,56
c_5534,m,587.96,19,0,346.66,241.3,0.0,33
c_5535,m,962.39,30,20,592.72,369.67,0.0,49
c_5536,f,253.04,8,63,191.6,61.44,0.0,49
c_5537,m,462.66,17,15,278.66,184.0,0.0,44
c_5538,m,447.42,8,25,0.0,104.9,342.52,25
c_5539,f,351.63,21,0,82.94,268.69,0.0,53
c_554,m,1223.08,39,11,720.06,503.02,0.0,42
c_5540,m,276.16,7,11,177.75,98.41,0.0,34
c_5541,f,174.1,4,42,116.03,58.07,0.0,44
c_5542,f,315.34,10,14,214.39,100.95,0.0,48
c_5543,m,317.38,10,4,173.79,88.6,54.99,39
c_5544,f,673.07,32,1,261.15,411.92,0.0,73
c_5545,f,1417.06,51,7,952.12,464.94,0.0,39
c_5546,m,964.62,15,21,23.01,70.11,871.5,17
c_5547,f,70.07,7,22,40.28,29.79,0.0,86
c_5548,f,881.37,8,80,0.0,28.99,852.38,25
c_5549,f,320.03,7,2,36.97,63.91,219.15,17
c_555,m,461.47,13,2,248.56,212.91,0.0,30
c_5550,f,551.79,33,7,129.1,422.69,0.0,76
c_5551,f,880.42,40,0,261.45,618.97,0.0,69
c_5552,f,1242.58,41,12,789.57,453.01,0.0,36
c_5553,m,195.27,2,166,33.23,65.48,96.56,27
c_5554,f,789.81,28,0,192.94,481.88,114.99,67
c_5555,f,49.47,3,165,31.72,17.75,0.0,51
c_5556,f,282.73,4,57,49.96,28.89,203.88,27
c_5557,f,1149.41,35,12,729.56,419.85,0.0,32
c_5558,f,803.88,36,0,240.47,563.41,0.0,84
c_5559,f,210.78,9,10,49.95,160.83,0.0,74
c_556,m,767.51,38,30,190.79,576.72,0.0,81
c_5560,m,735.3,24,15,532.06,203.24,0.0,35
c_5561,m,153.51,6,4,15.1,138.41,0.0,79
c_5562,f,332.25,16,78,106.67,225.58,0.0,83
c_5563,m,751.4,10,13,19.99,79.2,652.21,23
c_5564,f,397.81,22,14,93.96,303.85,0.0,56
c_5565,f,274.89,11,38,76.06,198.83,0.0,70
c_5566,m,104.9,3,45,61.5,43.4,0.0,41
c_5567,f,110.67,6,16,30.7,79.97,0.0,52
c_5568,f,437.02,19,30,78.77,358.25,0.0,53
c_5569,m,425.1,13,7,252.59,172.51,0.0,46
c_557,m,223.07,11,24,184.43,38.64,0.0,43
c_5570,f,725.59,15,9,265.09,160.47,300.03,45
c_5571,f,353.18,8,2,250.56,18.99,83.63,42
c_5572,f,542.52,17,5,217.55,267.98,56.99,60
c_5573,f,617.68,27,2,153.82,463.86,0.0,71
